pair_id,region,question,A_name,B_name,agent_label,rule,note
CT0998,CT,ENTITY - same firm?,A & A ASPHALT LLC,A & A ASPHALT LLC,DIFFERENT,R5,"A&A Asphalt LLC, Coventry vs Shelton, no shared address"
CT0999,CT,ENTITY - same firm?,"Deziel Paving, LLC","DEZIEL PAVING, LLC",SAME,R4,"Deziel Paving LLC twice in Thomaston, 2355 vs 255 E Main St"
CT1000,CT,ENTITY - same firm?,REAL GRADER INC.,REAL GRADER INC.,SAME,R0,Real Grader Inc; identical Fairfield address with the two components reordered
CT1001,CT,ENTITY - same firm?,BROOKLYN BOARD OF EDUCATION,BROOKLYN BOARD OF EDUCATION,SAME,R0,Brooklyn Board of Education; GORMAND is a typo of GORMAN at 119
CT1002,CT,ENTITY - same firm?,"EXCEL PROPERTY MAINTENANCE, INC.","EXCEL PROPERTY MAINTENANCE, INC.",SAME,R4,"Excel Property Maintenance Inc twice in New Fairfield, different addresses"
CT1003,CT,ENTITY - same firm?,"KERIGAN'S FUEL, INC.","KERIGAN'S FUEL, INC.",DIFFERENT,R5,"Kerigan's Fuel Inc, Bridgeport vs Shelton, no shared address"
CT1004,CT,ENTITY - same firm?,LANDWORKS ENTERPRISES INC,Landworks Enterprises Inc,SAME,R4,"Landworks Enterprises Inc twice in Manchester, different addresses"
CT1005,CT,ENTITY - same firm?,"Connecticut Pharmacy East Rock LTC, LLC","Connecticut Pharmacy East Rock LTC, LLC",DIFFERENT,R5,"Connecticut Pharmacy East Rock LTC LLC, Wallingford vs Norwalk, no shared address"
CT1006,CT,ENTITY - same firm?,"GABRIELLI TRUCK SALES OF CONNECTICUT, L.L.C.","GABRIELLI TRUCK SALES OF CONNECTICUT, LLC",DIFFERENT,R5,"L.L.C. equals LLC per F1, but Jamaica NY vs Hartford, no shared address"
CT1007,CT,ENTITY - same firm?,"D.W. BURR LANDSCAPE & DESIGN, INC.","D.W. BURR LANDSCAPE & DESIGN, INC.",SAME,R0,"D.W. Burr Landscape & Design Inc; P.O. Box 761 equals PO Box 761, Simsbury"
CT1008,CT,ENTITY - same firm?,"SOMERSET CAPITAL GROUP, LTD.","SOMERSET CAPITAL GROUP, LTD.",SAME,R0,"Somerset Capital Group Ltd; Wheelers Farm and Wheelers Farms, 612, Milford"
CT1009,CT,ENTITY - same firm?,DENNIS MASONRY LLC,DENNIS MASONRY LLC,DIFFERENT,R5,"Dennis Masonry LLC, Thomaston vs Watertown, no shared address"
CT1010,CT,ENTITY - same firm?,SUNNYCOR INCORPORATED,Sunnycor Incorporated,DIFFERENT,R5,"Sunnycor Incorporated, Torrington CT vs Temple TX, wholly different addresses"
CT1011,CT,ENTITY - same firm?,"KMR LANDSCAPING, INC.","KMR LANDSCAPING, INC.",SAME,R0,"KMR Landscaping Inc; 36-A equals 36A Holland Drive, Newington"
CT1012,CT,ENTITY - same firm?,"NATIONAL SHORING, LLC",National Shoring,SAME,R2,"National Shoring is the suffix-dropped form; 1112 inside 1110-1112 Hartford Tpke, Waterford"
CT1013,CT,ENTITY - same firm?,"ADVANCED ASPHALT RECYCLING, LLC",ADVANCED ASPHALT RECYCLING LLC,DIFFERENT,R5,"Advanced Asphalt Recycling LLC, Oxford vs Seymour, no shared address"
CT1014,CT,ENTITY - same firm?,"LAZ KARP ASSOCIATES, LLC","LAZ Karp Associates, LLC",SAME,R4,"LAZ Karp Associates LLC twice in Hartford, different addresses"
CT1015,CT,ENTITY - same firm?,ELITE III ASPHALT SERVICES,"ELITE III ASPHALT SERVICES, LLC",DIFFERENT,R5,"Suffix-drop makes one name, but Danbury vs Stamford, no shared address"
CT1016,CT,ENTITY - same firm?,H & L PAVING LLC,H & L PAVING LLC,DIFFERENT,R5,"H&L Paving LLC, Norwalk vs Westport, no shared address"
CT1017,CT,ENTITY - same firm?,"Turbine Technologies, Inc.","TURBINE TECHNOLOGIES, INC.",SAME,R4,"Turbine Technologies Inc, 126 Hyde Road both sides, Farmington"
CT1018,CT,ENTITY - same firm?,"GABRIELLI TRUCK SALES OF CONNECTICUT, LLC","GABRIELLI TRUCK SALES OF CONNECTICUT, LLC",SAME,R0,"Gabrielli Truck Sales of Connecticut LLC; 277NEW is 277 New Park Avenue, Hartford"
CT1019,CT,ENTITY - same firm?,"DAMASCENO'S LANDSCAPES & CONSTRUCTION, LLC","DAMASCENO'S LANDSCAPES & CONSTRUCTION, LLC",DIFFERENT,R5,"Damasceno's Landscapes & Construction LLC, Bridgeport vs Shelton, no shared address"
CT1020,CT,ENTITY - same firm?,"ELITE EXCAVATION & CONSTRUCTION, LLC",ELITE EXCAVATION & CONSTRUCTION LLC,DIFFERENT,R5,"Elite Excavation & Construction LLC, Fairfield vs Vernon, no shared address"
CT1021,CT,ENTITY - same firm?,"Thomas Buffington Associates, Inc.","THOMAS BUFFINGTON ASSOCIATES, INC.",SAME,R4,"Thomas Buffington Associates Inc, street vs PO box, both Plainfield"
CT1022,CT,ENTITY - same firm?,L & N EXCAVATION LLC,"L & N EXCAVATION LLC , A PARTNERSHIP",DIFFERENT,R5,"C3 strips A PARTNERSHIP; Bristol vs Plainville, no shared address"
CT1023,CT,ENTITY - same firm?,"Elite Excavation & Construction, LLC",Elite Excavation & Construction LLC,SAME,R4,"Elite Excavation & Construction LLC twice in Fairfield, different addresses"
CT1024,CT,ENTITY - same firm?,A. DELEO CONSTRUCTION COMPANY,A. DELEO CONSTRUCTION COMPANY,DIFFERENT,R5,"A. DeLeo Construction Company, Hamden vs New Haven, no shared address"
CT1025,CT,ENTITY - same firm?,CYPRESS LANDSCAPE LLC,CYPRESS LANDSCAPE LLC,DIFFERENT,R5,"Cypress Landscape LLC, Redding vs Westport, no shared address"
CT1026,CT,ENTITY - same firm?,"P & H CONSTRUCTION AND SEPTIC SERVICE, LLC","P & H CONSTRUCTION AND SEPTIC SERVICE, LLC",SAME,R4,"P&H Construction and Septic Service LLC, street vs PO box, both Uncasville"
CT1027,CT,ENTITY - same firm?,"BALDINO & SON EXCAVATING AND SEWER CLEANING SERVICE, INC.","BALDINO & SON EXCAVATING AND SEWER CLEANING SERVICE, INC.",DIFFERENT,R5,"Baldino & Son; West Haven vs New Haven, different streets; shared ZIP does not defeat R5"
CT1028,CT,ENTITY - same firm?,B Metcalf Asphalt Paving Inc.,"B. METCALF ASPHALT PAVING, INC.",SAME,R4,"B. Metcalf Asphalt Paving Inc, street vs PO box, both Salisbury"
CT1029,CT,ENTITY - same firm?,"DEZIEL PAVING, LLC","Deziel Paving, LLC",SAME,R4,"Deziel Paving LLC twice in Thomaston, different addresses"
CT1030,CT,ENTITY - same firm?,"ASPHALT REPAIR SOLUTIONS, INC.","ASPHALT REPAIR SOLUTIONS, INC.",DIFFERENT,R5,"Asphalt Repair Solutions Inc, Southbury vs Bethlehem, no shared address"
CT1031,CT,ENTITY - same firm?,"VERMEER MID ATLANTIC, LLC","VERMEER MID ATLANTIC, LLC",DIFFERENT,R5,"Vermeer Mid Atlantic LLC, Cranberry Township PA vs Laurel DE, no shared address"
CT1032,CT,ENTITY - same firm?,KMB&G CONCRETE CORP,"KMB&G CONCRETE CORP , A CORPORATION",SAME,R4,C3 strips A CORPORATION; KMB&G Concrete Corp twice in Stamford
CT1033,CT,ENTITY - same firm?,"National Shoring, LLC",NATIONAL SHORING LLC,DIFFERENT,R5,"National Shoring LLC, Waterford vs Stonington PO box, no shared address"
CT1034,CT,ENTITY - same firm?,"NATIONAL SHORING, LLC",NATIONAL SHORING,SAME,R4,"National Shoring, 1112 Hartford Turnpike inside 1110-1112, both Waterford"
CT1035,CT,ENTITY - same firm?,"Nado Paving Of Connecticut, LLC","NADO PAVING OF CONNECTICUT, LLC",SAME,R4,"Nado Paving of Connecticut LLC twice in Westport, 275 vs 495 Post Rd E"
CT1036,CT,ENTITY - same firm?,"KUP'S, INC.","KUP'S, INC.",SAME,R4,"Kup's Inc, both Box 175 Ellington; R4 covers differing address forms"
CT1037,CT,ENTITY - same firm?,"Asphalt Repair Solutions, Inc.","ASPHALT REPAIR SOLUTIONS, INC.",DIFFERENT,R5,"Asphalt Repair Solutions Inc, Southbury vs Oxford, no shared address"
CT1038,CT,ENTITY - same firm?,"DAVID TINKER EXCAVATING, LLC","DAVID TINKER EXCAVATING, LLC",SAME,R4,"David Tinker Excavating LLC, 40 and 40A Payne Road, both Danbury"
CT1039,CT,ENTITY - same firm?,"MARINI PAVING & SEALCOATING, LLC","MARINI PAVING & SEALCOATING, LLC",SAME,R0,"Marini Paving & Sealcoating LLC; 6 Riverside Dr Unit B3 equals 6B Riverside Drive, Ansonia"
CT1040,CT,ENTITY - same firm?,"Eastern Environmental Septic, LLC",EASTERN ENVIRONMENTAL SEPTIC LLC,DIFFERENT,R5,"Eastern Environmental Septic LLC, Columbia vs Lebanon, no shared address"
CT1041,CT,ENTITY - same firm?,A & A ASPHALT LLC,A & A ASPHALT LLC,SAME,R4,"Same name, same city; PO Box appended to the same street address."
CT1042,CT,ENTITY - same firm?,"DEZIEL PAVING, LLC","DEZIEL PAVING, LLC",DIFFERENT,R5,"Thomaston vs Watertown, no shared address."
CT1043,CT,ENTITY - same firm?,"COMMERCIAL CONCRETE NE LLC , LLC","COMMERCIAL CONCRETE N.E., LLC",SAME,R4,"Trailing duplicate LLC stripped; 1397 Newfield Rd/St, same city."
CT1044,CT,ENTITY - same firm?,"ALIBOZAK CONSTRUCTION, LLC","ALIBOZAK CONSTRUCTION, LLC",DIFFERENT,R5,Torrington vs Litchfield.
CT1045,CT,ENTITY - same firm?,"ALL PURPOSE PAVING, LLC","ALL PURPOSE PAVING LLC , A PARTNERSHIP",DIFFERENT,R5,Norwich vs East Hampton; A PARTNERSHIP clause stripped.
CT1046,CT,ENTITY - same firm?,"BIVONA AUTO SERVICES, INC.","BIVONA AUTO SERVICES, INC.",SAME,R0,36 Gleason (Ave) Stamford both sides.
CT1047,CT,ENTITY - same firm?,B & W PAVING & LANDSCAPING,B & W PAVING & LANDSCAPING LLC,DIFFERENT,R5,Bridgeport vs Mystic; R5 fires regardless of the missing suffix.
CT1048,CT,ENTITY - same firm?,WHS Paving LLC,WHS Paving LLC,DIFFERENT,R5,Dallas GA vs Orange CT.
CT1049,CT,ENTITY - same firm?,"THOMAS HILL LAWN CARE & LANDSCAPING, LLC","THOMAS HILL LAWN CARE & LANDSCAPING, LLC",SAME,R0,230 S Washington St #9 = STE 9.
CT1050,CT,ENTITY - same firm?,"CIBRO SERVICES, LLC","CIBRO SERVICES, LLC",DIFFERENT,R5,Clinton vs Killingworth.
CT1051,CT,ENTITY - same firm?,"ROCK HARD HOMES, INC.","ROCK HARD HOMES, INC.",DIFFERENT,R5,Brookfield vs Southbury.
CT1052,CT,ENTITY - same firm?,"WEST HAVEN STREET SWEEPING, LLC","WEST HAVEN STREET SWEEPING, LLC",DIFFERENT,R5,Milford vs West Haven.
CT1053,CT,ENTITY - same firm?,"D.M. HOCK ENTERPRISES, LLC","D.M. HOCK ENTERPRISES, LLC",DIFFERENT,R5,Litchfield vs Torrington.
CT1054,CT,ENTITY - same firm?,"SMEDLEY AERIAL LIFTS, LLC","SMEDLEY AERIAL LIFTS, LLC",DIFFERENT,R5,Branford vs Hamden.
CT1055,CT,ENTITY - same firm?,PRECISION PIPELINE SOLUTIONS LLC,"PRECISION PIPELINE SOLUTIONS, LLC",SAME,R0,"617 Little Britain Rd #200 = STE 200, New Windsor NY."
CT1056,CT,ENTITY - same firm?,"STERLING SERVICES, LLC","STERLING SERVICES, LLC",DIFFERENT,R5,Oxford vs Shelton.
CT1057,CT,ENTITY - same firm?,"ROCK HARD HOMES, INC.","ROCK HARD HOMES, INC.",SAME,R4,"Same name, Southbury both sides, different Heritage Rd numbers."
CT1058,CT,ENTITY - same firm?,BAHRE'S SEPTIC SERVICE LLC,BAHRE'S SEPTIC SERVICE LLC,DIFFERENT,R5,Torrington vs Collinsville.
CT1059,CT,ENTITY - same firm?,"D & O EXCAVATING, LLC","D & O EXCAVATING, LLC",DIFFERENT,R5,Branford vs Killingworth.
CT1060,CT,ENTITY - same firm?,"Fay & Wright Excavating, Inc.","Fay & Wright Excavating, Inc.",SAME,R4,"Same name, Goshen both sides."
CT1061,CT,ENTITY - same firm?,"GRIFFIN BROTHERS EXCAVATION, LLC",GRIFFIN BROTHERS EXCAVATION LLC,SAME,R4,"Same name, Seymour both sides."
CT1062,CT,ENTITY - same firm?,REAL GRADER INC.,REAL GRADER INC.,SAME,R0,3135 Easton Turnpike Fairfield; building name is not a new address.
CT1063,CT,ENTITY - same firm?,"WALSH & SONS PAVING AND EXCAVATING, INC.","Walsh & Sons Paving and Excavating, Inc.",SAME,R2,"CHESNUT is a typo of CHESTNUT; same address, same city."
CT1064,CT,ENTITY - same firm?,RadianceMD LLC,RADIANCEMD LLC,SAME,R0,291 S/South Lambert Rd Orange; suite on one side only.
CT1065,CT,ENTITY - same firm?,SEASALT MEDICAL AESTHETICS LLC,SEASALT MEDICAL AESTHETICS LLC,DIFFERENT,R5,Old Saybrook vs Essex.
CT1066,CT,ENTITY - same firm?,"PERFORMANCE LANDEX, LLC","PERFORMANCE LANDEX, LLC",SAME,R0,PO Box 758 Georgetown both sides.
CT1067,CT,ENTITY - same firm?,"CONNECTICUT POOL AND SPA, LLC","CONNECTICUT POOL AND SPA, LLC",SAME,R4,"Same name, Middlebury both sides."
CT1068,CT,ENTITY - same firm?,LOS 3 GALLOS CONCRETE LLC,Los 3 Gallos Concrete LLC,DIFFERENT,R5,Meriden vs Wallingford.
CT1069,CT,ENTITY - same firm?,"ASPHALT TECHNOLOGIES, INC.","ASPHALT TECHNOLOGIES, INC.",DIFFERENT,R5,Madison vs North Branford after stripping the care-of.
CT1070,CT,ENTITY - same firm?,"Greenacres Landscaping of Canaan, CT, LLC","GREENACRES LANDSCAPING OF CANAAN, CT, LLC",SAME,R4,"Same name, Canaan both sides."
CT1071,CT,ENTITY - same firm?,ALL STATE LANDSCAPE SERVICES LLC,ALL STATE LANDSCAPE SERVICES LLC,SAME,R0,1 Hartford Sq New Britain; suite on one side only.
CT1072,CT,ENTITY - same firm?,CENTRAL RIGGING & TRANSFER LLC,"CENTRAL RIGGING & TRANSFER, LLC",DIFFERENT,R5,West Hartford vs Hartford are different cities; no shared address.
CT1073,CT,ENTITY - same firm?,PAN LEASING LLC,PAN LEASING LLC,SAME,R4,"Same name, Berlin 06037 both sides."
CT1074,CT,ENTITY - same firm?,Connecticut Ready Mix LLC,CONNECTICUT READY MIX LLC,DIFFERENT,R5,Farmington vs Stafford Springs.
CT1075,CT,ENTITY - same firm?,"KULIKOWSKI CONSTRUCTION, LLC","KULIKOWSKI CONSTRUCTION, LLC",DIFFERENT,R5,Oxford CT vs Irvington NY.
CT1076,CT,ENTITY - same firm?,CHERENZIA EXCAVATION INC,"CHERENZIA EXCAVATION, INC.",DIFFERENT,R5,Groton vs Pawcatuck.
CT1077,CT,ENTITY - same firm?,"WALTZ, V GEORGE EXCAVATING",GEORGE V WALTZ EXCAVATING,SAME,R2,"Name-order variant; OBRUSE/OBTUSE typo, same street, same city."
CT1078,CT,ENTITY - same firm?,"M & S PAVING AND SEALING, INC.","M & S PAVING AND SEALING, INC.",DIFFERENT,R5,South Windsor vs Danbury.
CT1079,CT,ENTITY - same firm?,"ROCK HARD HOMES, INC.","ROCK HARD HOMES, INC.",SAME,R0,519 Heritage Rd Southbury; suite on one side only.
CT1080,CT,ENTITY - same firm?,MIDSTATE PAVING,MIDSTATE PAVING INC,SAME,R4,"Missing suffix read as truncation, not an INC/LLC conflict; Wallingford both."
CT1081,CT,ENTITY - same firm?,"L AND S EQUIPMENT, LLC","L AND S EQUIPMENT, LLC",DIFFERENT,R5,Vernon vs Wethersfield.
CT1082,CT,ENTITY - same firm?,"EB ASPHALT AND LANDSCAPING, LLC",EB ASPHALT AND LANDSCAPING LLC,DIFFERENT,R5,Oakdale vs Norwich.
CT1083,CT,ENTITY - same firm?,"SULLIVAN PAVING COMPANY, INC.","SULLIVAN PAVING COMPANY, INC.",DIFFERENT,R5,Essex vs Ivoryton.
CT1084,CT,ENTITY - same firm?,FOREST CITY FARMS LLC,FOREST CITY FARMS LLC,SAME,R4,"Same name, Middletown both sides."
CT1085,CT,ENTITY - same firm?,"ASPHALT REPAIR SOLUTIONS, INC.","Asphalt Repair Solutions, Inc.",SAME,R0,1449 Old Waterbury Rd Southbury; suite on one side only.
CT1086,CT,ENTITY - same firm?,"MINERI EXCAVATION LLC , LLC","MINERI EXCAVATION, LLC",DIFFERENT,R5,Northford vs North Haven.
CT1087,CT,ENTITY - same firm?,"XENELIS CONSTRUCTION CO, INC.","XENELIS CONSTRUCTION CO, INC.",SAME,R0,30 Old Indian Trail/Trl Middlefield.
CT1088,CT,ENTITY - same firm?,"A DAWLEY EXCAVATING INC , A CORPORATION","A. DAWLEY EXCAVATING, INC.",SAME,R4,"Same name, Voluntown both sides."
CT1089,CT,ENTITY - same firm?,"COLONNA MASONRY CONCRETE AND ASPHALT PAVING, LLC","COLONNA MASONRY CONCRETE AND ASPHALT PAVING, LLC",DIFFERENT,R5,Woodbridge vs West Haven.
CT1090,CT,ENTITY - same firm?,HOWARD LAND CLEARING LLC,Howard Land Clearing LLC,SAME,R4,"101 CT 148 = 101 Rt 148, Killingworth both sides."
CT1091,CT,ENTITY - same firm?,"J & J EXCAVATING, LLC",J & W EXCAVATING LLC,DIFFERENT,R1,J&J vs J&W are different names (P7); Torrington vs Naples FL.
CT1092,CT,ENTITY - same firm?,ADVANCE ASPHALT SERVICES LLC,Advanced Asphalt Services LLC,DIFFERENT,R5,Oakdale vs Waterford; R2 cannot outrank R5.
CT1093,CT,ENTITY - same firm?,"CONCRETE CREATIONS, L.L.C.",Concrete Kreations Corp,DIFFERENT,R1,"Creations LLC vs Kreations Corp, New Haven vs Milford; F1 also."
CT1094,CT,ENTITY - same firm?,DIIORIO BROTHERS EXCAVATING & CONSTRUCTION,DIIORIO BROTHERS EXCAVATING/CONSTRUCTION,SAME,R0,Slash is punctuation; 67 Osborne Ave Norwalk both sides.
CT1095,CT,ENTITY - same firm?,AL DEXTER SEPTIC & DRAINAGE COMPANY DBA,AL DEXTER SEPTIC & DRAINAGE (DBA),SAME,R0,Trailing DBA stripped; 150 Saint Johns Rd Wilton both sides.
CT1096,CT,ENTITY - same firm?,NORTHWEST LAWN AND LANDSCAPING MAIN,NORTHWEST LAWN AND LANDSCAPING MAINTENANCE LI,SAME,R2,MAIN is a truncation of MAINTENANCE; Millerton NY both sides.
CT1097,CT,ENTITY - same firm?,"VILLACIS EYECARE II, LLC","VILLACIS EYECARE, III, LLC",DIFFERENT,R7,Eyecare II vs III are separately chartered numbered entities.
CT1098,CT,ENTITY - same firm?,OMNICOM CAPITAL INC.,OMNICORN CAPITAL INC.,SAME,R2,OMNICORN is a typo of OMNICOM; identical Stamford address.
CT1099,CT,ENTITY - same firm?,QUALITY PAVING & LANDSCAPING LLC,"QUALTY PAVING & LANDSCAPING LLC , A CORPORATION",SAME,R2,QUALTY typo; identical 3 Simm Lane Newtown address.
CT1100,CT,ENTITY - same firm?,MAYNARD & OLIVEIRA CONCRETE PUMPING LLC,"MAYNARD & OLIVEIRA CONCRETE PUMPNG , LLC",DIFFERENT,R5,Naugatuck vs Newington; R2 typo cannot outrank R5.
CT1101,CT,ENTITY - same firm?,CONCRETE FLOORS COMPANY LLC.,Solo Concrete,DIFFERENT,R1,"Plainly different firms, Canterbury vs Meriden."
CT1102,CT,ENTITY - same firm?,REGIONAL SCHOOL DISTRICT 13,REGIONAL SCHOOL DISTRICT NO. 13,SAME,R0,"District 13 vs No. 13, same 135A Pickett Ln Durham."
CT1103,CT,ENTITY - same firm?,"A. Silverio Asphalt Paving, Inc.","A. SILVERIOR ASPHALT PAVING, INC.",SAME,R4,SILVERIOR typo; Danbury both sides.
CT1104,CT,ENTITY - same firm?,"Fay & Wright Excavating, Inc.",FAY & WRIGHT EXCAVATING NIC,SAME,R4,NIC is a typo of INC; Goshen both sides.
CT1105,CT,ENTITY - same firm?,"THOMAS GIANNA AND SONS, INC.","THOMAS GIANNI AND SONS, INC.",SAME,R2,GIANNA/GIANNI typo at identical 1 Nutmeg Valley Rd Wolcott.
CT1106,CT,ENTITY - same firm?,J & F EXCAVATION LLC,"J & J EXCAVATING, LLC",DIFFERENT,R1,J&F vs J&J (P7); Danbury vs Torrington.
CT1107,CT,ENTITY - same firm?,ADVANCED ASPHALT RECYCLING LLC,"Advanced Asphalt Recyling, LLC",DIFFERENT,R5,Washington vs Oxford.
CT1108,CT,ENTITY - same firm?,"ADVANCED ASPHALT RECYCLING, LLC","Advanced Asphalt Recyling, LLC",DIFFERENT,R5,Washington vs Oxford.
CT1109,CT,ENTITY - same firm?,J + S CONCRETE CONSTRUCTION,RPS CONCRETE CONSTRUCTION,DIFFERENT,R1,J+S vs RPS; Enfield vs Southington.
CT1110,CT,ENTITY - same firm?,"Fay & Wright Excavating, Inc.",FAY & WRIGHT EXCAVATING NIC,SAME,R2,NIC typo of INC; identical PO Box 218 Goshen.
CT1111,CT,ENTITY - same firm?,"D & L EXCAVATION, INC.","D & O EXCAVATING, LLC",DIFFERENT,R1,D&L Inc vs D&O LLC; Tolland vs Killingworth.
CT1112,CT,ENTITY - same firm?,"PALMER FARM, LLC","Palmieri Farm, LLC",DIFFERENT,R1,Palmer vs Palmieri; Voluntown vs Easton.
CT1113,CT,ENTITY - same firm?,"Granby-DR1, LLC","Granby-GR1, LLC",DIFFERENT,R7,DR1 vs GR1 coded series SPEs; different cities too.
CT1114,CT,ENTITY - same firm?,ALL STAR CONCRETE SERVICE LLC,ALL STAR CONCRETE SERVICES LLC,DIFFERENT,R5,Stonington vs Waterford; no shared address.
CT1115,CT,ENTITY - same firm?,"ASPHALT AND ALTERNATIVE LLC , A PARTNERSHIP","ASPHALT AND ALTERNATIVES, LLC",SAME,R0,Artifact clause stripped; PO Box 910 Coventry both sides.
CT1116,CT,ENTITY - same firm?,ALL STAR CONCRETE SERVICE LLC,ALL STAR CONCRETE SERVICES LLC,SAME,R0,SERVICE/SERVICES; identical PO Box 248 Stonington.
CT1117,CT,ENTITY - same firm?,"MORTON'S MORTUARY, INC.","MORTON'S MOTUARY, INC.",SAME,R2,MOTUARY typo; identical Bridgeport address.
CT1118,CT,ENTITY - same firm?,"FARMINGTON VALLEY EQUIPMENT, INC.","FARMINGTON VALLEY EUIPMENT, INC.",SAME,R2,EUIPMENT typo; identical 30 New Britain Ave Unionville.
CT1119,CT,ENTITY - same firm?,"Amendola Trucking & Rigging, Inc.",AMENOLA TRUCKING & RIGGING INC,SAME,R4,"AMENOLA typo; Brandord/Branford same ZIP 06405, so one city."
CT1120,CT,ENTITY - same firm?,ALL STAR CONCRETE SERVICE LLC,All Star Concrete Services LLC,DIFFERENT,R5,Stonington vs Waterford.
CT1121,CT,ENTITY - same firm?,NORTHWEST LAWN AND LANDSCAPING MAINTENANCE LI,NORTHWEST LAWN AND LANDSCAPING MAINTENANCE LIMITED LIABILITY COMPANY,SAME,R2,LI truncates LIMITED LIABILITY COMPANY; identical PO Box 482.
CT1122,CT,ENTITY - same firm?,AMAZON CONCRETE INC.,AMAZON CONCRETE II LLC,DIFFERENT,F3,"Founder ruling: numbered-series row, DIFFERENT under R7."
CT1123,CT,ENTITY - same firm?,ASPHALT MAINTENANCE PAVING CONTRACTORS LLC,ASPHALT MAINTENANCE PAVING CONTRACTRS LLC,SAME,R2,CONTRACTRS typo; same 9 Millennium Dr Cromwell.
CT1124,CT,ENTITY - same firm?,CT CUSTOM CONCRETE,CUSTOM CONCRETE,DIFFERENT,R1,CT Custom Concrete vs Custom Concrete; New Hartford vs Willimantic.
CT1125,CT,ENTITY - same firm?,"NIANTIC LAWN AND CARETAKER SERVICE, INCORPORATED","NIANTIC LAWN AND CARETAKER SERVICE, INCORPORA",SAME,R2,INCORPORA truncates INCORPORATED; identical Niantic address.
CT1126,CT,ENTITY - same firm?,"ASPHALT AND ALTERNATIVE LLC , A PARTNERSHIP","ASPHALT AND ALTERNATIVES, LLC",SAME,R4,Artifact clause stripped; Coventry both sides.
CT1127,CT,ENTITY - same firm?,SHARK ENTERPISES LLC,SHARK ENTERPRISES LLC,DIFFERENT,R5,Deep River vs Westbrook.
CT1128,CT,ENTITY - same firm?,CRS Landscape & Excavation LLC,CRS LANSCAPE AND EXCAVATION,DIFFERENT,R5,Avon vs Simsbury; no shared address on this pair.
CT1129,CT,ENTITY - same firm?,ALLIED SNOWPLOWING REMOVAL AND SANDING SERVIC,ALLIED SNOWPLOWING REMOVAL AND SANDING SERVICES CORPORATION,SAME,R2,SERVIC truncation; 42 Washington St Mystic both sides.
CT1130,CT,ENTITY - same firm?,"ASPHALT AND ALTERNATIVE LLC , A PARTNERSHIP","ASPHALT AND ALTERNATIVES, LLC",SAME,R0,PO Box 910 Coventry both sides after artifact strip.
CT1131,CT,ENTITY - same firm?,HILLS PAVING & CONSTRUCTION CO INC,HILLS PAVING & CONSTRUCTION (DBA),SAME,R0,Trailing DBA stripped; identical 245 Scantic Rd East Windsor.
CT1132,CT,ENTITY - same firm?,"Fay & Wright Excavating, Inc.",FAY & WRIGHT EXCAVATING NIC,SAME,R4,NIC typo of INC; Goshen both sides.
CT1133,CT,ENTITY - same firm?,"D&D CONSTRUCTION SERVICES, LLC","D & M CONSTRUCTION SERVICES, INC.",DIFFERENT,R1,"D&D LLC vs D&M INC (P7, F1); Derby vs Danbury."
CT1134,CT,ENTITY - same firm?,ALL STAR CONCRETE SERVICE LLC,All Star Concrete Services LLC,DIFFERENT,R5,Stonington vs Waterford.
CT1135,CT,ENTITY - same firm?,"VILLACIS EYECARE, III, LLC","Villacis Eyecare, IV, LLC",DIFFERENT,R7,Eyecare III vs IV; separately chartered numbered entities.
CT1136,CT,ENTITY - same firm?,COMMERCIAL CONCRETE,"COMMERCIAL CONCRETE N.E., LLC",SAME,R2,Shortened trade name at identical 1397 Newfield St Middletown; R2 outranks R6.
CT1137,CT,ENTITY - same firm?,OHARAS PAVING & EXCA,OHARAS PAVING & EXCAVATING,SAME,R2,EXCA truncates EXCAVATING; 38 Kiefer St Bridgeport.
CT1138,CT,ENTITY - same firm?,CF LESSEE K11 LLC,CF LESSEE K9 LLC,DIFFERENT,F3,"Founder ruling: K11 vs K9 numbered SPEs, DIFFERENT under R7."
CT1139,CT,ENTITY - same firm?,REGIONAL SCHOOL DISTRICT NO. 4,REGIONAL SCHOOL DISTRICT NO.4,SAME,R4,"Same district number, Deep River both sides."
CT1140,CT,ENTITY - same firm?,"D. Z. EXCAVATING, LLC",DZ EXCAVATING LLC,SAME,R0,D. Z. joins to DZ; identical 68 Ray Hill Rd East Haddam.
CT1141,CT,ENTITY - same firm?,"COMMERCIAL CONCRETE N E LLC , LLC","COMMERCIAL CONCRETE NE LLC , LLC",SAME,R4,"N E joins to NE; 1397 Newfield, Middletown both sides."
CT1142,CT,ENTITY - same firm?,ENVIRONMENTAL ASSOCIATES - WASTE SOLUTIONS LLC,ENVIRONMENTAL ASSOCIATES - WASTE SOLUTIONS LL,SAME,R2,LL truncates LLC; identical 33 Charles St New Britain.
CT1143,CT,ENTITY - same firm?,CONNECTICUT CONCRETE PRODUCTS LLC,CONNECTICUT CONCRETE PRODUCTS PORTLAND LLC,DIFFERENT,R7,Portland entity is a distinct entity of the same family.
CT1144,CT,ENTITY - same firm?,"Orion Utility Contractors, LLC","Orion Utility Contractors, LLCs, LLC",SAME,R2,LLCs LLC is a register artifact; identical Danielson address.
CT1145,CT,ENTITY - same firm?,"WINDHAM MATERIAL, LLC","WINDHAM MATERIALS, LLC",SAME,R2,MATERIAL/MATERIALS; identical 79 Boston Post Rd Willimantic.
